service,property,property_class,property_type
AarhusTrafficData178548,Property-180177f2-7b33-4e34-a0f7-9bdea4214b8d,MeasureTime,traffic_report
AarhusTrafficData178548,Property-61a87521-0d6e-4826-a043-337dec7e5599,AvgSpeed,traffic_report
AarhusTrafficData178548,Property-7f43a91f-dd2e-49b2-b02e-24be9070dd16,VehicleCount,traffic_report
AarhusTrafficData178548,Property-ba8fc936-fcba-4f5b-b197-10997dac8ed0,CongestionLevel,traffic_report
AarhusTrafficData178548,Property-ec07231c-1839-4ebe-8b65-154c9a26bd0a,EstimatedTime,traffic_report
AarhusTrafficData178600,Property-41d80a5b-91c1-431d-ac19-c3a18d57ecc9,CongestionLevel,traffic_report
AarhusTrafficData178600,Property-5579afaf-31f8-4e7b-a02e-cd4688322c1d,AvgSpeed,traffic_report
AarhusTrafficData178600,Property-6e4fbeb4-0883-4d7a-b700-cbb783e9d5ab,EstimatedTime,traffic_report
AarhusTrafficData178600,Property-d448977b-69f8-4166-aaad-196b36937a11,VehicleCount,traffic_report
AarhusTrafficData178600,Property-d5d81ab1-3c67-46d9-a1a1-7f7f53bce85e,MeasureTime,traffic_report
AarhusTrafficData178713,Property-3978628e-bfcd-45d1-a11d-6a1974e15dbc,MeasureTime,traffic_report
AarhusTrafficData178713,Property-7ad385d7-e3da-4f6b-80cb-209313f4f1bf,EstimatedTime,traffic_report
AarhusTrafficData178713,Property-826c4f5f-9746-49bf-a492-22035adfa839,VehicleCount,traffic_report
AarhusTrafficData178713,Property-a8863954-2e92-4c57-ad55-4e94873b379c,CongestionLevel,traffic_report
AarhusTrafficData178713,Property-b171b03b-dda2-462b-8efc-6ce88d5be369,AvgSpeed,traffic_report
AarhusTrafficData178739,Property-0f149ae0-c235-47f4-bf20-9a82b385faa5,CongestionLevel,traffic_report
AarhusTrafficData178739,Property-60a2d006-1274-4b9d-8e64-312519c4dc0a,VehicleCount,traffic_report
AarhusTrafficData178739,Property-7414176a-a651-4eda-9aa2-db85a50f0efc,AvgSpeed,traffic_report
AarhusTrafficData178739,Property-ab8aa69a-c542-4f51-aa0d-1021c37a2568,EstimatedTime,traffic_report
AarhusTrafficData178739,Property-b5b25411-78ab-4d8e-8253-68b3677b9682,MeasureTime,traffic_report
AarhusTrafficData178767,Property-2c5c561f-1710-431b-89e6-568bd38dc506,EstimatedTime,traffic_report
AarhusTrafficData178767,Property-2fb405cf-6da5-4ae9-859b-151ea43c3a89,AvgSpeed,traffic_report
AarhusTrafficData178767,Property-5fe93ce2-e827-4f22-8260-0b0d4100eb4b,MeasureTime,traffic_report
AarhusTrafficData178767,Property-ac15855b-0d16-4fd2-a8c8-9d6c889623ba,VehicleCount,traffic_report
AarhusTrafficData178767,Property-ed1a7645-d3dd-448d-964c-b924731fa2de,CongestionLevel,traffic_report
AarhusTrafficData178793,Property-00c123df-d29b-4514-8492-f9e3a0350905,VehicleCount,traffic_report
AarhusTrafficData178793,Property-3c805f96-4fe3-4f64-bcb2-53396415803d,CongestionLevel,traffic_report
AarhusTrafficData178793,Property-694bbbdc-41f1-4eb0-b78a-6cdc6de6c913,EstimatedTime,traffic_report
AarhusTrafficData178793,Property-a583d8e5-ba22-431a-b95a-ed8cc5227425,MeasureTime,traffic_report
AarhusTrafficData178793,Property-fab4ed17-1289-4e1c-856a-34afdda3400c,AvgSpeed,traffic_report
AarhusTrafficData178821,Property-658040b6-b376-487d-ba24-2722d09d5232,CongestionLevel,traffic_report
AarhusTrafficData178821,Property-692ba3c4-17ab-4169-a3bc-9b07bfe393d3,MeasureTime,traffic_report
AarhusTrafficData178821,Property-b2e82e42-82b4-4b25-96c3-4970eaf36912,VehicleCount,traffic_report
AarhusTrafficData178821,Property-e4dc47b2-26bf-44f1-974a-5876a9191097,AvgSpeed,traffic_report
AarhusTrafficData178821,Property-ebdd3b92-e95d-423d-9269-eeb9a1675bec,EstimatedTime,traffic_report
AarhusTrafficData178847,Property-2572d974-1350-40b4-8806-1831195befe2,MeasureTime,traffic_report
AarhusTrafficData178847,Property-4c07a565-e46f-4f34-834d-ae85f97166c7,CongestionLevel,traffic_report
AarhusTrafficData178847,Property-8c08d4f3-9a6e-4846-b1b2-4cf14d39de35,EstimatedTime,traffic_report
AarhusTrafficData178847,Property-d6deb06b-80b8-4e86-9e75-95e8884c90ea,AvgSpeed,traffic_report
AarhusTrafficData178847,Property-db7fe8fd-a577-4889-b17e-99acedbc6f43,VehicleCount,traffic_report
AarhusTrafficData178875,Property-2dc44dc6-2cc4-4eab-879e-bf5787266fd1,AvgSpeed,traffic_report
AarhusTrafficData178875,Property-54fc3193-3ba6-436d-b4e1-cf7b8dc88f10,CongestionLevel,traffic_report
AarhusTrafficData178875,Property-6ff00b06-7fde-4095-9fbc-a6b376920fcf,VehicleCount,traffic_report
AarhusTrafficData178875,Property-7b1fa656-0d3b-4db6-b011-11eaf5782cf7,MeasureTime,traffic_report
AarhusTrafficData178875,Property-a3a30926-d8a8-40da-8be8-020dc77453df,EstimatedTime,traffic_report
AarhusTrafficData178901,Property-111f7f2e-908d-410e-ad14-f641ba2ac0dd,AvgSpeed,traffic_report
AarhusTrafficData178901,Property-51452ccd-a567-41a5-93fd-3e38d3520af7,MeasureTime,traffic_report
AarhusTrafficData178901,Property-8cedc0ae-3cd7-4760-b83d-71d58c81b8ab,VehicleCount,traffic_report
AarhusTrafficData178901,Property-90008ac3-9e6a-4f93-a4b0-f8bb1a1acddd,CongestionLevel,traffic_report
AarhusTrafficData178901,Property-f5258f7c-aee1-4eb6-b263-e7d4f61a68b8,EstimatedTime,traffic_report
AarhusTrafficData178929,Property-14140c40-720d-4613-86a6-eeeea98ec21f,EstimatedTime,traffic_report
AarhusTrafficData178929,Property-1d9b81df-8d13-4013-a1e8-c35bab99e669,CongestionLevel,traffic_report
AarhusTrafficData178929,Property-a84f2643-b07d-406d-9f6b-c78fe64a96a5,MeasureTime,traffic_report
AarhusTrafficData178929,Property-b037ddce-fdb6-4ea1-bc61-ee4c522314e5,AvgSpeed,traffic_report
AarhusTrafficData178929,Property-d26656e7-9511-4d1c-a593-dfc9cfd5a1b1,VehicleCount,traffic_report
AarhusTrafficData178955,Property-6d0fb79d-62e2-4727-8978-6bf257626e5d,AvgSpeed,traffic_report
AarhusTrafficData178955,Property-821204c6-7e18-405c-a448-e14d69f836f5,VehicleCount,traffic_report
AarhusTrafficData178955,Property-9f3476d4-f6e6-4b19-b53f-a6a670ac0924,MeasureTime,traffic_report
AarhusTrafficData178955,Property-d739d1cd-f3ee-4ca9-ad5e-a2eb6a656c9e,EstimatedTime,traffic_report
AarhusTrafficData178955,Property-d8e77f70-0e56-47a7-b437-2fd13614fe2c,CongestionLevel,traffic_report
AarhusTrafficData178983,Property-0c88a71b-33ae-4ac6-a59f-266359c81c2e,MeasureTime,traffic_report
AarhusTrafficData178983,Property-0e75ed42-7494-4490-93bf-f731e7e245aa,CongestionLevel,traffic_report
AarhusTrafficData178983,Property-4f480d05-92b4-4c05-8cea-6e9260533f11,VehicleCount,traffic_report
AarhusTrafficData178983,Property-8bd1df33-5b8e-4a07-b214-d59d025ca70e,AvgSpeed,traffic_report
AarhusTrafficData178983,Property-8d80e923-14ab-4f61-8407-dd70327f2642,EstimatedTime,traffic_report
AarhusTrafficData179009,Property-2b27ed82-31db-4753-81b3-01be6987b45e,AvgSpeed,traffic_report
AarhusTrafficData179009,Property-82c543a2-3143-481d-a4b1-e1ba47e4c7a9,MeasureTime,traffic_report
AarhusTrafficData179009,Property-93868843-f887-4b0d-8a76-a69530fa250e,CongestionLevel,traffic_report
AarhusTrafficData179009,Property-e42ddb26-4e49-4891-bff3-e0ee75705106,VehicleCount,traffic_report
AarhusTrafficData179009,Property-e9286cec-9e5d-4409-865d-934c009bbae4,EstimatedTime,traffic_report
AarhusTrafficData179038,Property-17bcefc6-31fc-4982-a36c-428b0dc69577,MeasureTime,traffic_report
AarhusTrafficData179038,Property-92fc74fd-f3cb-4c38-9364-0230913e519b,AvgSpeed,traffic_report
AarhusTrafficData179038,Property-96ab868d-5516-42c1-80b4-c459f99b408a,VehicleCount,traffic_report
AarhusTrafficData179038,Property-ac6a0de1-78fe-456f-8efe-611ddb2af88d,EstimatedTime,traffic_report
AarhusTrafficData179038,Property-f575d29c-e1cb-43ec-a9ae-8f72e1f9f4d2,CongestionLevel,traffic_report
AarhusTrafficData179064,Property-0cae8cb8-e236-4284-8cd6-4c6ca55ade5e,VehicleCount,traffic_report
AarhusTrafficData179064,Property-17c92291-5df1-43a6-a8f6-8f6586287339,MeasureTime,traffic_report
AarhusTrafficData179064,Property-a8c54bef-7ee4-4f78-adce-089123b758c1,EstimatedTime,traffic_report
AarhusTrafficData179064,Property-ec50b76f-fcde-43b0-8612-2874dccfe450,CongestionLevel,traffic_report
AarhusTrafficData179064,Property-f0461a16-b460-4063-b55d-fb0b8e72504a,AvgSpeed,traffic_report
AarhusTrafficData179093,Property-4af85817-eed6-4f16-a1af-833ab4558703,MeasureTime,traffic_report
AarhusTrafficData179093,Property-6e290600-41b3-4727-8ec6-2902420cb2db,AvgSpeed,traffic_report
AarhusTrafficData179093,Property-8dbeab6b-eb02-4c75-804f-b220f2889e84,CongestionLevel,traffic_report
AarhusTrafficData179093,Property-8e3006a3-562b-48d8-8edb-b0b74970310a,VehicleCount,traffic_report
AarhusTrafficData179093,Property-e87b9741-71c8-4bc5-bde0-64d2b656f4a1,EstimatedTime,traffic_report
AarhusTrafficData179119,Property-2af3c1c3-494f-4bf5-ba06-fb423f356edd,MeasureTime,traffic_report
AarhusTrafficData179119,Property-7df5f3f1-4555-4729-83cb-7d5fd4591121,EstimatedTime,traffic_report
AarhusTrafficData179119,Property-8ad33fa2-3958-42cc-a859-1e92786159ac,CongestionLevel,traffic_report
AarhusTrafficData179119,Property-bf92ba80-8efd-424c-92ef-e0660c73786a,AvgSpeed,traffic_report
AarhusTrafficData179119,Property-e2809f67-38df-4071-9e5e-945a78915e88,VehicleCount,traffic_report
AarhusTrafficData179148,Property-5316a320-cf8e-4540-a200-38f48904c154,MeasureTime,traffic_report
AarhusTrafficData179148,Property-57a6c099-36e9-46f4-b1f9-87d29402b51c,VehicleCount,traffic_report
AarhusTrafficData179148,Property-5a454ce8-9577-4890-9f7e-f3779e7b466b,CongestionLevel,traffic_report
AarhusTrafficData179148,Property-8d6b61ee-ff3e-4d64-90f4-58e1c16dbdcb,AvgSpeed,traffic_report
AarhusTrafficData179148,Property-9d614bf8-7e4e-4cc0-b8b0-41013e0788a5,EstimatedTime,traffic_report
AarhusTrafficData179174,Property-0a8ad401-0dfc-493a-969d-68eb304d26a8,CongestionLevel,traffic_report
AarhusTrafficData179174,Property-89d9381f-1c43-480f-bc49-b663b688f57f,EstimatedTime,traffic_report
AarhusTrafficData179174,Property-9c5d40dd-bbb5-4ea0-a5dc-ece6c8a91c3f,MeasureTime,traffic_report
AarhusTrafficData179174,Property-ba75cdbf-e103-43f9-8b49-25d38846bfab,AvgSpeed,traffic_report
AarhusTrafficData179174,Property-d0b04b1b-647b-4939-90d3-c2cb42f670f3,VehicleCount,traffic_report
AarhusTrafficData179202,Property-018e967a-d4a7-465d-b9b9-fcf43694a4d6,MeasureTime,traffic_report
AarhusTrafficData179202,Property-0469cc9e-7512-410f-90b8-7412da4aa090,AvgSpeed,traffic_report
AarhusTrafficData179202,Property-9d8f51c4-b36c-4c3f-821d-9db80214f649,CongestionLevel,traffic_report
AarhusTrafficData179202,Property-cbb167cf-2327-415d-9ac8-1de3c606fe89,VehicleCount,traffic_report
AarhusTrafficData179202,Property-e47e3739-ab1c-4f2d-b7e3-f3d23dacb75f,EstimatedTime,traffic_report
AarhusTrafficData179228,Property-1c15bdc0-b4d3-425c-b6d4-4a466acf98f6,VehicleCount,traffic_report
AarhusTrafficData179228,Property-409f0f31-003a-4122-b8ef-f156e3d1dbf2,MeasureTime,traffic_report
AarhusTrafficData179228,Property-566d1eb4-0547-4c54-b094-795d45a55ec3,CongestionLevel,traffic_report
AarhusTrafficData179228,Property-b7fad738-a38a-4ed4-9270-2ba7115f4cf8,EstimatedTime,traffic_report
AarhusTrafficData179228,Property-e7be2212-cb41-4951-996a-599133ba1b77,AvgSpeed,traffic_report
AarhusTrafficData179256,Property-34c2672e-b9e6-4070-906d-4a35ddeb9d0b,MeasureTime,traffic_report
AarhusTrafficData179256,Property-41bc70c0-0cff-4c3f-9545-5e356953e47c,VehicleCount,traffic_report
AarhusTrafficData179256,Property-42ef0b0f-5b69-4e4a-a247-d2e0d59c7702,EstimatedTime,traffic_report
AarhusTrafficData179256,Property-a20664e9-525c-4bf8-ab75-f43ef8bbd9bc,CongestionLevel,traffic_report
AarhusTrafficData179256,Property-d97502df-9735-4dcc-a5b3-34fbefc6e2d7,AvgSpeed,traffic_report
AarhusTrafficData179282,Property-0a570ef4-90af-41ce-8fb1-1eaf18680f33,EstimatedTime,traffic_report
AarhusTrafficData179282,Property-3b3c31a7-7d11-40c7-bb94-b9fed8d2eb70,CongestionLevel,traffic_report
AarhusTrafficData179282,Property-4556ba67-a029-4aff-9e30-89a1f548ae8c,VehicleCount,traffic_report
AarhusTrafficData179282,Property-8c33b1f3-122a-4741-b98f-bb0f6fae05cd,AvgSpeed,traffic_report
AarhusTrafficData179282,Property-bedd9661-2490-46f9-9f9b-c7d607a9d6f2,MeasureTime,traffic_report
AarhusTrafficData179310,Property-96398229-fb7d-4af3-8415-df2571f24248,CongestionLevel,traffic_report
AarhusTrafficData179310,Property-9c1c1a68-7c13-4067-800a-fff18f750ee3,AvgSpeed,traffic_report
AarhusTrafficData179310,Property-a31785b9-c6fd-4789-bfb2-a8d8041b3b9a,VehicleCount,traffic_report
AarhusTrafficData179310,Property-bc143efa-7d85-434b-b766-e5f4bdcd5ebc,EstimatedTime,traffic_report
AarhusTrafficData179310,Property-e575a9cf-23a8-4ca0-a797-167eadfd4cca,MeasureTime,traffic_report
AarhusTrafficData179336,Property-21a21d8e-940a-4fc7-8435-d3eb4143e937,AvgSpeed,traffic_report
AarhusTrafficData179336,Property-decf787f-aeaa-459d-9957-3820aa634d27,VehicleCount,traffic_report
AarhusTrafficData179336,Property-e8b3888a-0eec-4e34-8e38-e2790e2b2491,EstimatedTime,traffic_report
AarhusTrafficData179336,Property-f6a8de64-2647-4fcc-b22e-341e61a14823,CongestionLevel,traffic_report
AarhusTrafficData179336,Property-f6af78b4-8485-42c8-aa21-f763ab95dc3f,MeasureTime,traffic_report
AarhusTrafficData179364,Property-37aed048-69cb-4a77-8eb3-e73ef5bd375e,EstimatedTime,traffic_report
AarhusTrafficData179364,Property-5dc03eaa-1411-4ef1-9ad6-733ba2415c38,CongestionLevel,traffic_report
AarhusTrafficData179364,Property-b3d7cd7f-8fbd-4f87-ac4d-9c215ff2f591,VehicleCount,traffic_report
AarhusTrafficData179364,Property-d1f69589-1354-40bc-8073-c786dc9f335b,MeasureTime,traffic_report
AarhusTrafficData179364,Property-dbc10967-2953-45dc-9609-961456306998,AvgSpeed,traffic_report
AarhusTrafficData179390,Property-3f752677-2ecb-40f5-8d86-22554f701cbb,MeasureTime,traffic_report
AarhusTrafficData179390,Property-8145026b-304a-4c85-b5a2-ed4e7ca55bc5,EstimatedTime,traffic_report
AarhusTrafficData179390,Property-818d21f4-9cb3-4243-821c-ac1e5e5006f5,VehicleCount,traffic_report
AarhusTrafficData179390,Property-91ed2623-b340-457c-a8c1-6bc6bf4f4d1d,CongestionLevel,traffic_report
AarhusTrafficData179390,Property-f6490585-4d1c-4f15-ae4e-565817e121f7,AvgSpeed,traffic_report
AarhusTrafficData179418,Property-557dba42-115e-4f44-9bfe-3e695d9ad108,MeasureTime,traffic_report
AarhusTrafficData179418,Property-67937fcf-2cac-437c-a088-ad42167f86d2,CongestionLevel,traffic_report
AarhusTrafficData179418,Property-90d8c9d1-9103-44a6-9c96-268b130e6baa,AvgSpeed,traffic_report
AarhusTrafficData179418,Property-abe493b9-70bc-4b60-9893-c781b690449e,EstimatedTime,traffic_report
AarhusTrafficData179418,Property-d9d29c35-95d3-483c-89e0-4fe8a59a9182,VehicleCount,traffic_report
AarhusTrafficData179444,Property-03aef8f6-6804-4871-9f33-5fd0d83e7abf,AvgSpeed,traffic_report
AarhusTrafficData179444,Property-168e2039-14c4-4de1-ad60-3daf1b6158a6,MeasureTime,traffic_report
AarhusTrafficData179444,Property-1718915a-1ac8-4ed2-b25c-8b37681616d9,VehicleCount,traffic_report
AarhusTrafficData179444,Property-5c0b9928-3759-467b-b92c-7c45c5fec239,CongestionLevel,traffic_report
AarhusTrafficData179444,Property-c29a6060-934d-487d-a29a-fe6fecce2d28,EstimatedTime,traffic_report
AarhusTrafficData180547,Property-1be6c62c-3ddd-485e-acc8-3e7351f21c6a,MeasureTime,traffic_report
AarhusTrafficData180547,Property-8c2c5ecb-773d-4e25-915a-eadb857a5432,EstimatedTime,traffic_report
AarhusTrafficData180547,Property-ab56d63d-ec49-4a3e-9c01-0820e59b571e,CongestionLevel,traffic_report
AarhusTrafficData180547,Property-dbaf54e4-5377-4743-8649-ecf3253f5762,VehicleCount,traffic_report
AarhusTrafficData180547,Property-f42a5ab4-e1f0-45d6-a407-1a01f7a05886,AvgSpeed,traffic_report
AarhusTrafficData180573,Property-07a849f2-e659-4f93-a30a-9ef869c5ea0d,VehicleCount,traffic_report
AarhusTrafficData180573,Property-081fc634-8331-4454-a226-e3bd45db7589,CongestionLevel,traffic_report
AarhusTrafficData180573,Property-2e49c332-1088-4c2c-a31f-0f4cee1e902a,MeasureTime,traffic_report
AarhusTrafficData180573,Property-9e47f56c-163f-4c08-a5af-8e95156642a8,EstimatedTime,traffic_report
AarhusTrafficData180573,Property-c5260986-949b-4f28-8554-783a35850a6b,AvgSpeed,traffic_report
AarhusTrafficData180601,Property-06f09cc4-3d09-40cd-9544-8a45010cd681,VehicleCount,traffic_report
AarhusTrafficData180601,Property-64fd415a-a34b-44db-9ec6-f78680ff2c1d,CongestionLevel,traffic_report
AarhusTrafficData180601,Property-6a9031a4-88b2-4ba2-b823-49237437c52d,MeasureTime,traffic_report
AarhusTrafficData180601,Property-a42f4676-e4ec-461f-be81-abce977c4313,EstimatedTime,traffic_report
AarhusTrafficData180601,Property-b8391bc9-0b92-48ab-a019-0c8f3b6f7cfa,AvgSpeed,traffic_report
AarhusTrafficData180627,Property-26a1b91c-fae5-4cce-8d31-8ed8c6dea070,MeasureTime,traffic_report
AarhusTrafficData180627,Property-5280543d-efc7-4674-aa79-72c6755287ae,EstimatedTime,traffic_report
AarhusTrafficData180627,Property-62dd0bfe-2b97-4d75-a50d-b1684eeeebb8,CongestionLevel,traffic_report
AarhusTrafficData180627,Property-957c43a8-2c0f-42d3-8f82-69c5dee16f11,VehicleCount,traffic_report
AarhusTrafficData180627,Property-ec3d16e3-d6d6-4546-b662-6c302e2be293,AvgSpeed,traffic_report
AarhusTrafficData180655,Property-4ecbb48d-d6d9-4824-9372-475e12197be8,EstimatedTime,traffic_report
AarhusTrafficData180655,Property-5de8f003-85bf-4bb8-941a-b90ca8cf37fa,VehicleCount,traffic_report
AarhusTrafficData180655,Property-7049ceb7-0a76-40bc-8d16-ca2bf15d9400,MeasureTime,traffic_report
AarhusTrafficData180655,Property-875df5cb-a6a5-4dd3-8c83-00f6a7aec7ed,CongestionLevel,traffic_report
AarhusTrafficData180655,Property-fe6f1719-99b9-43c7-99ab-cc2f4e606b1a,AvgSpeed,traffic_report
AarhusTrafficData180681,Property-0aa8c045-9f90-4366-bb29-e27a82c5ebb0,MeasureTime,traffic_report
AarhusTrafficData180681,Property-124c3afb-f41c-41a9-9f39-e2533bf53228,CongestionLevel,traffic_report
AarhusTrafficData180681,Property-66b8fa48-6cea-447b-9bc9-dde7c12b7f79,VehicleCount,traffic_report
AarhusTrafficData180681,Property-bfa37be5-934d-43c9-9bf4-b6dfe90e64bd,AvgSpeed,traffic_report
AarhusTrafficData180681,Property-ee4dc9eb-dd16-4643-abd8-b1758a4d4d53,EstimatedTime,traffic_report
AarhusTrafficData180709,Property-1d9162b7-1808-4b3f-adc7-71bba8ead0cb,EstimatedTime,traffic_report
AarhusTrafficData180709,Property-31fe7eb7-7866-4177-a07c-9aa7e61d7ab6,AvgSpeed,traffic_report
AarhusTrafficData180709,Property-71ce9aab-7545-418a-86ee-f0dcc663cf7d,VehicleCount,traffic_report
AarhusTrafficData180709,Property-a553d2d9-a816-4945-9ca4-d6069f0f4324,CongestionLevel,traffic_report
AarhusTrafficData180709,Property-d387d53a-a101-47f3-8b69-9e25a51c7ceb,MeasureTime,traffic_report
AarhusTrafficData180735,Property-310feb71-1806-4433-87c7-d2c36892bb50,EstimatedTime,traffic_report
AarhusTrafficData180735,Property-3e8342bc-3f8e-49ef-baec-be6cf514333a,AvgSpeed,traffic_report
AarhusTrafficData180735,Property-70fa7e43-f418-47a4-8021-3a2f503b231c,CongestionLevel,traffic_report
AarhusTrafficData180735,Property-bd2d8796-5076-4285-ad67-d4fca824aef5,VehicleCount,traffic_report
AarhusTrafficData180735,Property-c7c8ddb7-30bc-439d-b492-7e6d61fc0b8a,MeasureTime,traffic_report
AarhusTrafficData180764,Property-08f9cc74-307e-4d78-965d-9f7ce91cb8b7,CongestionLevel,traffic_report
AarhusTrafficData180764,Property-1cb243d4-7884-4d25-9521-dc058c7c82da,EstimatedTime,traffic_report
AarhusTrafficData180764,Property-a74603d7-fae7-4591-84f6-057b9f1b26a0,AvgSpeed,traffic_report
AarhusTrafficData180764,Property-c9b40aa8-6b2d-4c6e-939d-08e6bd3b777b,MeasureTime,traffic_report
AarhusTrafficData180764,Property-e4d20961-1847-4d3a-9c72-f7ee110758ac,VehicleCount,traffic_report
AarhusTrafficData180790,Property-0452e443-ff56-4c01-b6b1-b7367d12e267,AvgSpeed,traffic_report
AarhusTrafficData180790,Property-261244cc-8a47-471a-b1fd-1266e887ffe0,EstimatedTime,traffic_report
AarhusTrafficData180790,Property-4cd6293f-cc8a-4c8b-9564-b0daf31e5c6e,MeasureTime,traffic_report
AarhusTrafficData180790,Property-cdc93cb2-4a21-4ae7-abff-2f1cdd14d01b,VehicleCount,traffic_report
AarhusTrafficData180790,Property-d355916d-90d1-4dbe-ae98-474a89525883,CongestionLevel,traffic_report
AarhusTrafficData180818,Property-117e4c3e-ed51-4091-8f79-5c967460a86c,EstimatedTime,traffic_report
AarhusTrafficData180818,Property-906fd3ef-d8ab-42c2-9eed-c57f5f08f390,MeasureTime,traffic_report
AarhusTrafficData180818,Property-dfe04574-5351-4dca-851d-972e5255eb47,AvgSpeed,traffic_report
AarhusTrafficData180818,Property-f343debf-2ab5-4b84-bce5-04fdc672163a,VehicleCount,traffic_report
AarhusTrafficData180818,Property-f56845be-37d7-4329-a862-bb9576eea203,CongestionLevel,traffic_report
AarhusTrafficData180844,Property-36d133ff-1587-4d0c-b384-2bfcfe3399be,AvgSpeed,traffic_report
AarhusTrafficData180844,Property-4740c463-347e-40e8-bcd9-06a7843eca32,EstimatedTime,traffic_report
AarhusTrafficData180844,Property-6363c327-d8d7-452d-bdbc-a486172e69e4,CongestionLevel,traffic_report
AarhusTrafficData180844,Property-82f1a617-d70f-4526-8d35-7020e00f0e8a,MeasureTime,traffic_report
AarhusTrafficData180844,Property-8caac6d3-ea22-4b06-8702-8be7bc97292a,VehicleCount,traffic_report
AarhusTrafficData180872,Property-1f986b77-23ec-423c-a8bf-3ac89b53c356,VehicleCount,traffic_report
AarhusTrafficData180872,Property-8f319c51-76cd-4672-8c60-f59955e3cab3,MeasureTime,traffic_report
AarhusTrafficData180872,Property-943e8a18-dfed-409e-9e45-d234fb238962,CongestionLevel,traffic_report
AarhusTrafficData180872,Property-98bafa50-3dc4-4a99-b358-b469302b8f40,AvgSpeed,traffic_report
AarhusTrafficData180872,Property-fa1e21f0-5ccf-4b13-bfa3-a03ebcfefa17,EstimatedTime,traffic_report
AarhusTrafficData180898,Property-3f8d14d9-68ea-42c1-973e-7b47152f69d1,VehicleCount,traffic_report
AarhusTrafficData180898,Property-491a037b-a7e7-4121-895c-b6f6275b169d,CongestionLevel,traffic_report
AarhusTrafficData180898,Property-6213f16b-676c-4a0a-9339-bffcd393b122,AvgSpeed,traffic_report
AarhusTrafficData180898,Property-d05c36aa-8a18-47b1-bacd-c28c9991a2fa,MeasureTime,traffic_report
AarhusTrafficData180898,Property-d177bb81-5e18-42a3-886a-8030d2ad2678,EstimatedTime,traffic_report
AarhusTrafficData180926,Property-155c2dd3-0302-419f-982f-f3473e4c72b7,MeasureTime,traffic_report
AarhusTrafficData180926,Property-358b5d8f-ff5a-40cd-a43b-8f0e6becee72,VehicleCount,traffic_report
AarhusTrafficData180926,Property-b4b59da6-7ef6-4eed-9bdb-8fec91f70aef,AvgSpeed,traffic_report
AarhusTrafficData180926,Property-e6f4a7dd-8207-4eea-afef-3b5820176887,EstimatedTime,traffic_report
AarhusTrafficData180926,Property-fe870a69-c461-49b9-b01d-34f4aec10af3,CongestionLevel,traffic_report
AarhusTrafficData180952,Property-2c104f87-21b5-46ec-97a1-00f572548af3,AvgSpeed,traffic_report
AarhusTrafficData180952,Property-6abf448c-8ea9-4aaa-adbe-97695980f522,MeasureTime,traffic_report
AarhusTrafficData180952,Property-a45077ef-bd9e-4539-85a7-3465c92b8fc1,EstimatedTime,traffic_report
AarhusTrafficData180952,Property-cee4b80e-d010-4c37-8ce5-ed12f18d24c7,CongestionLevel,traffic_report
AarhusTrafficData180952,Property-ed051106-a6c6-4268-b7d0-c2ed3034912a,VehicleCount,traffic_report
AarhusTrafficData180980,Property-0ea65ec4-33f4-466d-8e12-e45d7f9b767e,EstimatedTime,traffic_report
AarhusTrafficData180980,Property-1b0e2132-560f-49c5-b1f1-a7e7540399c0,CongestionLevel,traffic_report
AarhusTrafficData180980,Property-718d3ed5-390b-45c4-9f67-f120a5868fe9,AvgSpeed,traffic_report
AarhusTrafficData180980,Property-83545422-95a8-4b56-a626-fdc2bee3bce6,VehicleCount,traffic_report
AarhusTrafficData180980,Property-f4ddee82-4cc7-4aee-803e-a7ee194756fb,MeasureTime,traffic_report
AarhusTrafficData181006,Property-18ff2561-638d-49a3-8c2e-59931f189324,EstimatedTime,traffic_report
AarhusTrafficData181006,Property-9ab6d33a-26b9-409d-96aa-40e7a185657f,VehicleCount,traffic_report
AarhusTrafficData181006,Property-9e5f271a-9efa-4efc-8da2-186ede3ece90,CongestionLevel,traffic_report
AarhusTrafficData181006,Property-c1db73ac-ae95-47a3-a234-f5df14fc6202,AvgSpeed,traffic_report
AarhusTrafficData181006,Property-ddfee5fa-8848-413f-8086-bc8569014332,MeasureTime,traffic_report
AarhusTrafficData181034,Property-34b4999c-e4fa-4a31-bd13-deadbe19c0fc,CongestionLevel,traffic_report
AarhusTrafficData181034,Property-9031efa1-48a3-4af9-af3b-c03bde44ea53,AvgSpeed,traffic_report
AarhusTrafficData181034,Property-a9593cb8-7f6f-4c8b-b3d2-a37075d5f9e6,MeasureTime,traffic_report
AarhusTrafficData181034,Property-cebdba61-51bf-40ef-b60b-e02f89a29f76,VehicleCount,traffic_report
AarhusTrafficData181034,Property-ea7af867-a01f-4d05-b402-333ed39e9753,EstimatedTime,traffic_report
AarhusTrafficData181060,Property-12fcb9ff-dc97-4455-bf3b-ca0e3f054c25,CongestionLevel,traffic_report
AarhusTrafficData181060,Property-751b2527-dfe0-4369-bde1-717c1f3a1290,EstimatedTime,traffic_report
AarhusTrafficData181060,Property-7775ac3c-fab4-4126-92ec-7fbd2c4e0c08,MeasureTime,traffic_report
AarhusTrafficData181060,Property-848177aa-ad0e-4133-827e-7a40aea386b9,VehicleCount,traffic_report
AarhusTrafficData181060,Property-9902bdc1-7dfc-4a4b-b7c8-73394478ed4e,AvgSpeed,traffic_report
